pokemon_id,species_id,pokedex_number,identifier,name_zh,name_en,name_ja,species_name_zh,species_name_en,species_name_ja,genus_zh,height_m,weight_kg,base_experience,generation_id,capture_rate,gender_rate,is_baby,is_legendary,is_mythical,is_default,is_mega,form_identifier,form_name_zh,type1_zh,type2_zh,hp,attack,defense,special_attack,special_defense,speed,total,mega_form_count,ability1_zh,ability1_en,ability1_hidden,ability2_zh,ability2_en,ability2_hidden,hidden_ability_zh,hidden_ability_en
482,482,482,azelf,亞克諾姆,Azelf,アグノム,亞克諾姆,Azelf,アグノム,意志寶可夢,0.3,0.3,261,4,3,-1,False,True,False,True,False,,,超能力,,75,125,70,125,70,115,580,0,飄浮,Levitate,False,,,,,
483,483,483,dialga,帝牙盧卡,Dialga,ディアルガ,帝牙盧卡,Dialga,ディアルガ,時間寶可夢,5.4,683.0,306,4,3,-1,False,True,False,True,False,,,鋼,龍,100,120,120,150,100,90,680,0,壓迫感,Pressure,False,,,,心靈感應,Telepathy
484,484,484,palkia,帕路奇亞,Palkia,パルキア,帕路奇亞,Palkia,パルキア,空間寶可夢,4.2,336.0,306,4,3,-1,False,True,False,True,False,,,水,龍,90,120,100,150,120,100,680,0,壓迫感,Pressure,False,,,,心靈感應,Telepathy
485,485,485,heatran,席多藍恩,Heatran,ヒードラン,席多藍恩,Heatran,ヒードラン,火山口寶可夢,1.7,430.0,270,4,3,4,False,True,False,True,False,,,火,鋼,91,90,106,130,106,77,600,1,引火,Flash Fire,False,,,,火焰之軀,Flame Body
486,486,486,regigigas,雷吉奇卡斯,Regigigas,レジギガス,雷吉奇卡斯,Regigigas,レジギガス,巨大寶可夢,3.7,420.0,302,4,3,-1,False,True,False,True,False,,,一般,,110,160,110,80,110,100,670,0,慢啟動,Slow Start,False,,,,,
488,488,488,cresselia,克雷色利亞,Cresselia,クレセリア,克雷色利亞,Cresselia,クレセリア,新月寶可夢,1.5,85.6,270,4,3,8,False,True,False,True,False,,,超能力,,120,70,110,75,120,85,580,0,飄浮,Levitate,False,,,,,
489,489,489,phione,霏歐納,Phione,フィオネ,霏歐納,Phione,フィオネ,海洋寶可夢,0.4,3.1,216,4,30,-1,False,False,True,True,False,,,水,,80,80,80,80,80,80,480,0,濕潤之軀,Hydration,False,,,,,
490,490,490,manaphy,瑪納霏,Manaphy,マナフィ,瑪納霏,Manaphy,マナフィ,洄游寶可夢,0.3,1.4,270,4,3,-1,False,False,True,True,False,,,水,,100,100,100,100,100,100,600,0,濕潤之軀,Hydration,False,,,,,
491,491,491,darkrai,達克萊伊,Darkrai,ダークライ,達克萊伊,Darkrai,ダークライ,暗黑寶可夢,1.5,50.5,270,4,3,-1,False,False,True,True,False,,,惡,,70,90,90,135,90,125,600,1,夢魘,Bad Dreams,False,,,,,
494,494,494,victini,比克提尼,Victini,ビクティニ,比克提尼,Victini,ビクティニ,勝利寶可夢,0.4,4.0,270,5,3,-1,False,False,True,True,False,,,超能力,火,100,100,100,100,100,100,600,0,勝利之星,Victory Star,False,,,,,
495,495,495,snivy,藤藤蛇,Snivy,ツタージャ,藤藤蛇,Snivy,ツタージャ,草蛇寶可夢,0.6,8.1,62,5,45,1,False,False,False,True,False,,,草,,45,45,55,45,55,63,308,0,茂盛,Overgrow,False,,,,唱反調,Contrary
496,496,496,servine,青藤蛇,Servine,ジャノビー,青藤蛇,Servine,ジャノビー,草蛇寶可夢,0.8,16.0,145,5,45,1,False,False,False,True,False,,,草,,60,60,75,60,75,83,413,0,茂盛,Overgrow,False,,,,唱反調,Contrary
497,497,497,serperior,君主蛇,Serperior,ジャローダ,君主蛇,Serperior,ジャローダ,皇家寶可夢,3.3,63.0,238,5,45,1,False,False,False,True,False,,,草,,75,75,95,75,95,113,528,0,茂盛,Overgrow,False,,,,唱反調,Contrary
498,498,498,tepig,暖暖豬,Tepig,ポカブ,暖暖豬,Tepig,ポカブ,火豬寶可夢,0.5,9.9,62,5,45,1,False,False,False,True,False,,,火,,65,63,45,45,45,45,308,0,猛火,Blaze,False,,,,厚脂肪,Thick Fat
499,499,499,pignite,炒炒豬,Pignite,チャオブー,炒炒豬,Pignite,チャオブー,火豬寶可夢,1.0,55.5,146,5,45,1,False,False,False,True,False,,,火,格鬥,90,93,55,70,55,55,418,0,猛火,Blaze,False,,,,厚脂肪,Thick Fat
500,500,500,emboar,炎武王,Emboar,エンブオー,炎武王,Emboar,エンブオー,大火豬寶可夢,1.6,150.0,238,5,45,1,False,False,False,True,False,,,火,格鬥,110,123,65,100,65,65,528,1,猛火,Blaze,False,,,,捨身,Reckless
501,501,501,oshawott,水水獺,Oshawott,ミジュマル,水水獺,Oshawott,ミジュマル,海獺寶可夢,0.5,5.9,62,5,45,1,False,False,False,True,False,,,水,,55,55,45,63,45,45,308,0,激流,Torrent,False,,,,硬殼盔甲,Shell Armor
502,502,502,dewott,雙刃丸,Dewott,フタチマル,雙刃丸,Dewott,フタチマル,修行寶可夢,0.8,24.5,145,5,45,1,False,False,False,True,False,,,水,,75,75,60,83,60,60,413,0,激流,Torrent,False,,,,硬殼盔甲,Shell Armor
503,503,503,samurott,大劍鬼,Samurott,ダイケンキ,大劍鬼,Samurott,ダイケンキ,威嚴寶可夢,1.5,94.6,238,5,45,1,False,False,False,True,False,,,水,,95,100,85,108,70,70,528,0,激流,Torrent,False,,,,硬殼盔甲,Shell Armor
504,504,504,patrat,探探鼠,Patrat,ミネズミ,探探鼠,Patrat,ミネズミ,放哨寶可夢,0.5,11.6,51,5,255,4,False,False,False,True,False,,,一般,,45,55,39,35,39,42,255,0,逃跑,Run Away,False,銳利目光,Keen Eye,False,分析,Analytic
505,505,505,watchog,步哨鼠,Watchog,ミルホッグ,步哨鼠,Watchog,ミルホッグ,警戒寶可夢,1.1,27.0,147,5,255,4,False,False,False,True,False,,,一般,,60,85,69,60,69,77,420,0,發光,Illuminate,False,銳利目光,Keen Eye,False,分析,Analytic
506,506,506,lillipup,小約克,Lillipup,ヨーテリー,小約克,Lillipup,ヨーテリー,小狗寶可夢,0.4,4.1,55,5,255,4,False,False,False,True,False,,,一般,,45,60,45,25,45,55,275,0,幹勁,Vital Spirit,False,撿拾,Pickup,False,逃跑,Run Away
507,507,507,herdier,哈約克,Herdier,ハーデリア,哈約克,Herdier,ハーデリア,忠犬寶可夢,0.9,14.7,130,5,120,4,False,False,False,True,False,,,一般,,65,80,65,35,65,60,370,0,威嚇,Intimidate,False,撥沙,Sand Rush,False,膽量,Scrappy
508,508,508,stoutland,長毛狗,Stoutland,ムーランド,長毛狗,Stoutland,ムーランド,寬大寶可夢,1.2,61.0,225,5,45,4,False,False,False,True,False,,,一般,,85,110,90,45,90,80,500,0,威嚇,Intimidate,False,撥沙,Sand Rush,False,膽量,Scrappy
509,509,509,purrloin,扒手貓,Purrloin,チョロネコ,扒手貓,Purrloin,チョロネコ,壞心眼寶可夢,0.4,10.1,56,5,255,4,False,False,False,True,False,,,惡,,41,50,37,50,37,66,281,0,柔軟,Limber,False,輕裝,Unburden,False,惡作劇之心,Prankster
510,510,510,liepard,酷豹,Liepard,レパルダス,酷豹,Liepard,レパルダス,冷酷寶可夢,1.1,37.5,156,5,90,4,False,False,False,True,False,,,惡,,64,88,50,88,50,106,446,0,柔軟,Limber,False,輕裝,Unburden,False,惡作劇之心,Prankster
511,511,511,pansage,花椰猴,Pansage,ヤナップ,花椰猴,Pansage,ヤナップ,草猴寶可夢,0.6,10.5,63,5,190,1,False,False,False,True,False,,,草,,50,53,48,53,48,64,316,0,貪吃鬼,Gluttony,False,,,,茂盛,Overgrow
512,512,512,simisage,花椰猿,Simisage,ヤナッキー,花椰猿,Simisage,ヤナッキー,刺猴寶可夢,1.1,30.5,174,5,75,1,False,False,False,True,False,,,草,,75,98,63,98,63,101,498,0,貪吃鬼,Gluttony,False,,,,茂盛,Overgrow
513,513,513,pansear,爆香猴,Pansear,バオップ,爆香猴,Pansear,バオップ,高溫寶可夢,0.6,11.0,63,5,190,1,False,False,False,True,False,,,火,,50,53,48,53,48,64,316,0,貪吃鬼,Gluttony,False,,,,猛火,Blaze
514,514,514,simisear,爆香猿,Simisear,バオッキー,爆香猿,Simisear,バオッキー,火花寶可夢,1.0,28.0,174,5,75,1,False,False,False,True,False,,,火,,75,98,63,98,63,101,498,0,貪吃鬼,Gluttony,False,,,,猛火,Blaze
515,515,515,panpour,冷水猴,Panpour,ヒヤップ,冷水猴,Panpour,ヒヤップ,潑水寶可夢,0.6,13.5,63,5,190,1,False,False,False,True,False,,,水,,50,53,48,53,48,64,316,0,貪吃鬼,Gluttony,False,,,,激流,Torrent
516,516,516,simipour,冷水猿,Simipour,ヒヤッキー,冷水猿,Simipour,ヒヤッキー,放水寶可夢,1.0,29.0,174,5,75,1,False,False,False,True,False,,,水,,75,98,63,98,63,101,498,0,貪吃鬼,Gluttony,False,,,,激流,Torrent
517,517,517,munna,食夢夢,Munna,ムンナ,食夢夢,Munna,ムンナ,食夢寶可夢,0.6,23.3,58,5,190,4,False,False,False,True,False,,,超能力,,76,25,45,67,55,24,292,0,預知夢,Forewarn,False,同步,Synchronize,False,心靈感應,Telepathy
518,518,518,musharna,夢夢蝕,Musharna,ムシャーナ,夢夢蝕,Musharna,ムシャーナ,半夢半醒寶可夢,1.1,60.5,170,5,75,4,False,False,False,True,False,,,超能力,,116,55,85,107,95,29,487,0,預知夢,Forewarn,False,同步,Synchronize,False,心靈感應,Telepathy
519,519,519,pidove,豆豆鴿,Pidove,マメパト,豆豆鴿,Pidove,マメパト,小鴿寶可夢,0.3,2.1,53,5,255,4,False,False,False,True,False,,,一般,飛行,50,55,50,36,30,43,264,0,健壯胸肌,Big Pecks,False,超幸運,Super Luck,False,鬥爭心,Rivalry
520,520,520,tranquill,咕咕鴿,Tranquill,ハトーボー,咕咕鴿,Tranquill,ハトーボー,野鴿寶可夢,0.6,15.0,125,5,120,4,False,False,False,True,False,,,一般,飛行,62,77,62,50,42,65,358,0,健壯胸肌,Big Pecks,False,超幸運,Super Luck,False,鬥爭心,Rivalry
521,521,521,unfezant,高傲雉雞,Unfezant,ケンホロウ,高傲雉雞,Unfezant,ケンホロウ,自尊心寶可夢,1.2,29.0,220,5,45,4,False,False,False,True,False,,,一般,飛行,80,115,80,65,55,93,488,0,健壯胸肌,Big Pecks,False,超幸運,Super Luck,False,鬥爭心,Rivalry
522,522,522,blitzle,斑斑馬,Blitzle,シママ,斑斑馬,Blitzle,シママ,帶電寶可夢,0.8,29.8,59,5,190,4,False,False,False,True,False,,,電,,45,60,32,50,32,76,295,0,避雷針,Lightning Rod,False,電氣引擎,Motor Drive,False,食草,Sap Sipper
523,523,523,zebstrika,雷電斑馬,Zebstrika,ゼブライカ,雷電斑馬,Zebstrika,ゼブライカ,雷電寶可夢,1.6,79.5,174,5,75,4,False,False,False,True,False,,,電,,75,100,63,80,63,116,497,0,避雷針,Lightning Rod,False,電氣引擎,Motor Drive,False,食草,Sap Sipper
524,524,524,roggenrola,石丸子,Roggenrola,ダンゴロ,石丸子,Roggenrola,ダンゴロ,地幔寶可夢,0.4,18.0,56,5,255,4,False,False,False,True,False,,,岩石,,55,75,85,25,25,15,280,0,結實,Sturdy,False,碎裂鎧甲,Weak Armor,False,沙之力,Sand Force
525,525,525,boldore,地幔岩,Boldore,ガントル,地幔岩,Boldore,ガントル,礦石寶可夢,0.9,102.0,137,5,120,4,False,False,False,True,False,,,岩石,,70,105,105,50,40,20,390,0,結實,Sturdy,False,碎裂鎧甲,Weak Armor,False,沙之力,Sand Force
526,526,526,gigalith,龐岩怪,Gigalith,ギガイアス,龐岩怪,Gigalith,ギガイアス,高壓寶可夢,1.7,260.0,232,5,45,4,False,False,False,True,False,,,岩石,,85,135,130,60,80,25,515,0,結實,Sturdy,False,揚沙,Sand Stream,False,沙之力,Sand Force
527,527,527,woobat,滾滾蝙蝠,Woobat,コロモリ,滾滾蝙蝠,Woobat,コロモリ,蝙蝠寶可夢,0.4,2.1,65,5,190,4,False,False,False,True,False,,,超能力,飛行,65,45,43,55,43,72,323,0,純樸,Unaware,False,笨拙,Klutz,False,單純,Simple
528,528,528,swoobat,心蝙蝠,Swoobat,ココロモリ,心蝙蝠,Swoobat,ココロモリ,求愛寶可夢,0.9,10.5,149,5,45,4,False,False,False,True,False,,,超能力,飛行,67,57,55,77,55,114,425,0,純樸,Unaware,False,笨拙,Klutz,False,單純,Simple
529,529,529,drilbur,螺釘地鼠,Drilbur,モグリュー,螺釘地鼠,Drilbur,モグリュー,鼴鼠寶可夢,0.3,8.5,66,5,120,4,False,False,False,True,False,,,地面,,60,85,40,30,45,68,328,0,撥沙,Sand Rush,False,沙之力,Sand Force,False,破格,Mold Breaker
530,530,530,excadrill,龍頭地鼠,Excadrill,ドリュウズ,龍頭地鼠,Excadrill,ドリュウズ,地底寶可夢,0.7,40.4,178,5,60,4,False,False,False,True,False,,,地面,鋼,110,135,60,50,65,88,508,1,撥沙,Sand Rush,False,沙之力,Sand Force,False,破格,Mold Breaker
531,531,531,audino,差不多娃娃,Audino,タブンネ,差不多娃娃,Audino,タブンネ,聽力寶可夢,1.1,31.0,390,5,255,4,False,False,False,True,False,,,一般,,103,60,86,60,86,50,445,1,治癒之心,Healer,False,再生力,Regenerator,False,笨拙,Klutz
532,532,532,timburr,搬運小匠,Timburr,ドッコラー,搬運小匠,Timburr,ドッコラー,筋骨寶可夢,0.6,12.5,61,5,180,2,False,False,False,True,False,,,格鬥,,75,80,55,25,35,35,305,0,毅力,Guts,False,強行,Sheer Force,False,鐵拳,Iron Fist
533,533,533,gurdurr,鐵骨土人,Gurdurr,ドテッコツ,鐵骨土人,Gurdurr,ドテッコツ,筋骨寶可夢,1.2,40.0,142,5,90,2,False,False,False,True,False,,,格鬥,,85,105,85,40,50,40,405,0,毅力,Guts,False,強行,Sheer Force,False,鐵拳,Iron Fist
534,534,534,conkeldurr,修建老匠,Conkeldurr,ローブシン,修建老匠,Conkeldurr,ローブシン,筋骨寶可夢,1.4,87.0,227,5,45,2,False,False,False,True,False,,,格鬥,,105,140,95,55,65,45,505,0,毅力,Guts,False,強行,Sheer Force,False,鐵拳,Iron Fist
535,535,535,tympole,圓蝌蚪,Tympole,オタマロ,圓蝌蚪,Tympole,オタマロ,蝌蚪寶可夢,0.5,4.5,59,5,255,4,False,False,False,True,False,,,水,,50,50,40,50,40,64,294,0,悠游自如,Swift Swim,False,濕潤之軀,Hydration,False,儲水,Water Absorb
536,536,536,palpitoad,藍蟾蜍,Palpitoad,ガマガル,藍蟾蜍,Palpitoad,ガマガル,震動寶可夢,0.8,17.0,134,5,120,4,False,False,False,True,False,,,水,地面,75,65,55,65,55,69,384,0,悠游自如,Swift Swim,False,濕潤之軀,Hydration,False,儲水,Water Absorb
537,537,537,seismitoad,蟾蜍王,Seismitoad,ガマゲロゲ,蟾蜍王,Seismitoad,ガマゲロゲ,震動寶可夢,1.5,62.0,229,5,45,4,False,False,False,True,False,,,水,地面,105,95,75,85,75,74,509,0,悠游自如,Swift Swim,False,毒手,Poison Touch,False,儲水,Water Absorb
538,538,538,throh,投摔鬼,Throh,ナゲキ,投摔鬼,Throh,ナゲキ,柔道寶可夢,1.3,55.5,163,5,45,0,False,False,False,True,False,,,格鬥,,120,100,85,30,85,45,465,0,毅力,Guts,False,精神力,Inner Focus,False,破格,Mold Breaker
539,539,539,sawk,打擊鬼,Sawk,ダゲキ,打擊鬼,Sawk,ダゲキ,空手道寶可夢,1.4,51.0,163,5,45,0,False,False,False,True,False,,,格鬥,,75,125,75,30,75,85,465,0,結實,Sturdy,False,精神力,Inner Focus,False,破格,Mold Breaker
540,540,540,sewaddle,蟲寶包,Sewaddle,クルミル,蟲寶包,Sewaddle,クルミル,裁縫寶可夢,0.3,2.5,62,5,255,4,False,False,False,True,False,,,蟲,草,45,53,70,40,60,42,310,0,蟲之預感,Swarm,False,葉綠素,Chlorophyll,False,防塵,Overcoat
541,541,541,swadloon,寶包繭,Swadloon,クルマユ,寶包繭,Swadloon,クルマユ,足不出葉寶可夢,0.5,7.3,133,5,120,4,False,False,False,True,False,,,蟲,草,55,63,90,50,80,42,380,0,葉子防守,Leaf Guard,False,葉綠素,Chlorophyll,False,防塵,Overcoat
542,542,542,leavanny,保母蟲,Leavanny,ハハコモリ,保母蟲,Leavanny,ハハコモリ,育兒寶可夢,1.2,20.5,225,5,45,4,False,False,False,True,False,,,蟲,草,75,103,80,70,80,92,500,0,蟲之預感,Swarm,False,葉綠素,Chlorophyll,False,防塵,Overcoat
543,543,543,venipede,百足蜈蚣,Venipede,フシデ,百足蜈蚣,Venipede,フシデ,蜈蚣寶可夢,0.4,5.3,52,5,255,4,False,False,False,True,False,,,蟲,毒,30,45,59,30,39,57,260,0,毒刺,Poison Point,False,蟲之預感,Swarm,False,加速,Speed Boost
544,544,544,whirlipede,車輪毬,Whirlipede,ホイーガ,車輪毬,Whirlipede,ホイーガ,繭蜈蚣寶可夢,1.2,58.5,126,5,120,4,False,False,False,True,False,,,蟲,毒,40,55,99,40,79,47,360,0,毒刺,Poison Point,False,蟲之預感,Swarm,False,加速,Speed Boost
545,545,545,scolipede,蜈蚣王,Scolipede,ペンドラー,蜈蚣王,Scolipede,ペンドラー,巨蜈蚣寶可夢,2.5,200.5,218,5,45,4,False,False,False,True,False,,,蟲,毒,60,100,89,55,69,112,485,1,毒刺,Poison Point,False,蟲之預感,Swarm,False,加速,Speed Boost
546,546,546,cottonee,木棉球,Cottonee,モンメン,木棉球,Cottonee,モンメン,棉球寶可夢,0.3,0.6,56,5,190,4,False,False,False,True,False,,,草,妖精,40,27,60,37,50,66,280,0,惡作劇之心,Prankster,False,穿透,Infiltrator,False,葉綠素,Chlorophyll
547,547,547,whimsicott,風妖精,Whimsicott,エルフーン,風妖精,Whimsicott,エルフーン,風隱寶可夢,0.7,6.6,168,5,75,4,False,False,False,True,False,,,草,妖精,60,67,85,77,75,116,480,0,惡作劇之心,Prankster,False,穿透,Infiltrator,False,葉綠素,Chlorophyll
548,548,548,petilil,百合根娃娃,Petilil,チュリネ,百合根娃娃,Petilil,チュリネ,根莖寶可夢,0.5,6.6,56,5,190,8,False,False,False,True,False,,,草,,45,35,50,70,50,30,280,0,葉綠素,Chlorophyll,False,我行我素,Own Tempo,False,葉子防守,Leaf Guard
549,549,549,lilligant,裙兒小姐,Lilligant,ドレディア,裙兒小姐,Lilligant,ドレディア,花飾寶可夢,1.1,16.3,168,5,75,8,False,False,False,True,False,,,草,,70,60,75,110,75,90,480,0,葉綠素,Chlorophyll,False,我行我素,Own Tempo,False,葉子防守,Leaf Guard
551,551,551,sandile,黑眼鱷,Sandile,メグロコ,黑眼鱷,Sandile,メグロコ,沙漠鱷魚寶可夢,0.7,15.2,58,5,180,4,False,False,False,True,False,,,地面,惡,50,72,35,35,35,65,292,0,威嚇,Intimidate,False,自信過度,Moxie,False,憤怒穴位,Anger Point
552,552,552,krokorok,混混鱷,Krokorok,ワルビル,混混鱷,Krokorok,ワルビル,沙漠鱷魚寶可夢,1.0,33.4,123,5,90,4,False,False,False,True,False,,,地面,惡,60,82,45,45,45,74,351,0,威嚇,Intimidate,False,自信過度,Moxie,False,憤怒穴位,Anger Point
553,553,553,krookodile,流氓鱷,Krookodile,ワルビアル,流氓鱷,Krookodile,ワルビアル,威嚇寶可夢,1.5,96.3,234,5,45,4,False,False,False,True,False,,,地面,惡,95,117,80,65,70,92,519,0,威嚇,Intimidate,False,自信過度,Moxie,False,憤怒穴位,Anger Point
554,554,554,darumaka,火紅不倒翁,Darumaka,ダルマッカ,火紅不倒翁,Darumaka,ダルマッカ,不倒翁寶可夢,0.6,37.5,63,5,120,4,False,False,False,True,False,,,火,,70,90,45,15,45,50,315,0,活力,Hustle,False,,,,精神力,Inner Focus
556,556,556,maractus,沙鈴仙人掌,Maractus,マラカッチ,沙鈴仙人掌,Maractus,マラカッチ,仙人掌寶可夢,1.0,28.0,161,5,255,4,False,False,False,True,False,,,草,,75,86,67,106,67,60,461,0,儲水,Water Absorb,False,葉綠素,Chlorophyll,False,引水,Storm Drain
557,557,557,dwebble,石居蟹,Dwebble,イシズマイ,石居蟹,Dwebble,イシズマイ,石居寶可夢,0.3,14.5,65,5,190,4,False,False,False,True,False,,,蟲,岩石,50,65,85,35,35,55,325,0,結實,Sturdy,False,硬殼盔甲,Shell Armor,False,碎裂鎧甲,Weak Armor
558,558,558,crustle,岩殿居蟹,Crustle,イワパレス,岩殿居蟹,Crustle,イワパレス,岩居寶可夢,1.4,200.0,170,5,75,4,False,False,False,True,False,,,蟲,岩石,70,105,125,65,75,45,485,0,結實,Sturdy,False,硬殼盔甲,Shell Armor,False,碎裂鎧甲,Weak Armor
559,559,559,scraggy,滑滑小子,Scraggy,ズルッグ,滑滑小子,Scraggy,ズルッグ,蛻皮寶可夢,0.6,11.8,70,5,180,4,False,False,False,True,False,,,惡,格鬥,50,75,70,35,70,48,348,0,蛻皮,Shed Skin,False,自信過度,Moxie,False,威嚇,Intimidate
560,560,560,scrafty,頭巾混混,Scrafty,ズルズキン,頭巾混混,Scrafty,ズルズキン,惡黨寶可夢,1.1,30.0,171,5,90,4,False,False,False,True,False,,,惡,格鬥,65,90,115,45,115,58,488,1,蛻皮,Shed Skin,False,自信過度,Moxie,False,威嚇,Intimidate
561,561,561,sigilyph,象徵鳥,Sigilyph,シンボラー,象徵鳥,Sigilyph,シンボラー,似鳥寶可夢,1.4,14.0,172,5,45,4,False,False,False,True,False,,,超能力,飛行,72,58,80,103,80,97,490,0,奇跡皮膚,Wonder Skin,False,魔法防守,Magic Guard,False,有色眼鏡,Tinted Lens
562,562,562,yamask,哭哭面具,Yamask,デスマス,哭哭面具,Yamask,デスマス,魂寶可夢,0.5,1.5,61,5,190,4,False,False,False,True,False,,,幽靈,,38,30,85,55,65,30,303,0,木乃伊,Mummy,False,,,,,
563,563,563,cofagrigus,死神棺,Cofagrigus,デスカーン,死神棺,Cofagrigus,デスカーン,棺木寶可夢,1.7,76.5,169,5,90,4,False,False,False,True,False,,,幽靈,,58,50,145,95,105,30,483,0,木乃伊,Mummy,False,,,,,
564,564,564,tirtouga,原蓋海龜,Tirtouga,プロトーガ,原蓋海龜,Tirtouga,プロトーガ,古代龜寶可夢,0.7,16.5,71,5,45,1,False,False,False,True,False,,,水,岩石,54,78,103,53,45,22,355,0,堅硬岩石,Solid Rock,False,結實,Sturdy,False,悠游自如,Swift Swim
565,565,565,carracosta,肋骨海龜,Carracosta,アバゴーラ,肋骨海龜,Carracosta,アバゴーラ,古代龜寶可夢,1.2,81.0,173,5,45,1,False,False,False,True,False,,,水,岩石,74,108,133,83,65,32,495,0,堅硬岩石,Solid Rock,False,結實,Sturdy,False,悠游自如,Swift Swim
566,566,566,archen,始祖小鳥,Archen,アーケン,始祖小鳥,Archen,アーケン,遠古鳥寶可夢,0.5,9.5,71,5,45,1,False,False,False,True,False,,,岩石,飛行,55,112,45,74,45,70,401,0,軟弱,Defeatist,False,,,,,
567,567,567,archeops,始祖大鳥,Archeops,アーケオス,始祖大鳥,Archeops,アーケオス,遠古鳥寶可夢,1.4,32.0,177,5,45,1,False,False,False,True,False,,,岩石,飛行,75,140,65,112,65,110,567,0,軟弱,Defeatist,False,,,,,
568,568,568,trubbish,破破袋,Trubbish,ヤブクロン,破破袋,Trubbish,ヤブクロン,垃圾袋寶可夢,0.6,31.0,66,5,190,4,False,False,False,True,False,,,毒,,50,50,62,40,62,65,329,0,惡臭,Stench,False,黏著,Sticky Hold,False,引爆,Aftermath
569,569,569,garbodor,灰塵山,Garbodor,ダストダス,灰塵山,Garbodor,ダストダス,垃圾場寶可夢,1.9,107.3,166,5,60,4,False,False,False,True,False,,,毒,,80,95,82,60,82,75,474,0,惡臭,Stench,False,碎裂鎧甲,Weak Armor,False,引爆,Aftermath
570,570,570,zorua,索羅亞,Zorua,ゾロア,索羅亞,Zorua,ゾロア,惡狐寶可夢,0.7,12.5,66,5,75,1,False,False,False,True,False,,,惡,,40,65,40,80,40,65,330,0,幻覺,Illusion,False,,,,,
571,571,571,zoroark,索羅亞克,Zoroark,ゾロアーク,索羅亞克,Zoroark,ゾロアーク,妖狐寶可夢,1.6,81.1,179,5,45,1,False,False,False,True,False,,,惡,,60,105,60,120,60,105,510,0,幻覺,Illusion,False,,,,,
572,572,572,minccino,泡沫栗鼠,Minccino,チラーミィ,泡沫栗鼠,Minccino,チラーミィ,栗鼠寶可夢,0.4,5.8,60,5,255,6,False,False,False,True,False,,,一般,,55,50,40,40,40,75,300,0,迷人之軀,Cute Charm,False,技術高手,Technician,False,連續攻擊,Skill Link
573,573,573,cinccino,奇諾栗鼠,Cinccino,チラチーノ,奇諾栗鼠,Cinccino,チラチーノ,圍巾寶可夢,0.5,7.5,165,5,60,6,False,False,False,True,False,,,一般,,75,95,60,65,60,115,470,0,迷人之軀,Cute Charm,False,技術高手,Technician,False,連續攻擊,Skill Link
574,574,574,gothita,哥德寶寶,Gothita,ゴチム,哥德寶寶,Gothita,ゴチム,凝視寶可夢,0.4,5.8,58,5,200,6,False,False,False,True,False,,,超能力,,45,30,50,55,65,45,290,0,察覺,Frisk,False,好勝,Competitive,False,踩影,Shadow Tag
575,575,575,gothorita,哥德小童,Gothorita,ゴチミル,哥德小童,Gothorita,ゴチミル,操縱寶可夢,0.7,18.0,137,5,100,6,False,False,False,True,False,,,超能力,,60,45,70,75,85,55,390,0,察覺,Frisk,False,好勝,Competitive,False,踩影,Shadow Tag
576,576,576,gothitelle,哥德小姐,Gothitelle,ゴチルゼル,哥德小姐,Gothitelle,ゴチルゼル,天體寶可夢,1.5,44.0,221,5,50,6,False,False,False,True,False,,,超能力,,70,55,95,95,110,65,490,0,察覺,Frisk,False,好勝,Competitive,False,踩影,Shadow Tag
577,577,577,solosis,單卵細胞球,Solosis,ユニラン,單卵細胞球,Solosis,ユニラン,細胞寶可夢,0.3,1.0,58,5,200,4,False,False,False,True,False,,,超能力,,45,30,40,105,50,20,290,0,防塵,Overcoat,False,魔法防守,Magic Guard,False,再生力,Regenerator
578,578,578,duosion,雙卵細胞球,Duosion,ダブラン,雙卵細胞球,Duosion,ダブラン,分割寶可夢,0.6,8.0,130,5,100,4,False,False,False,True,False,,,超能力,,65,40,50,125,60,30,370,0,防塵,Overcoat,False,魔法防守,Magic Guard,False,再生力,Regenerator
579,579,579,reuniclus,人造細胞卵,Reuniclus,ランクルス,人造細胞卵,Reuniclus,ランクルス,增幅寶可夢,1.0,20.1,221,5,50,4,False,False,False,True,False,,,超能力,,110,65,75,125,85,30,490,0,防塵,Overcoat,False,魔法防守,Magic Guard,False,再生力,Regenerator
580,580,580,ducklett,鴨寶寶,Ducklett,コアルヒー,鴨寶寶,Ducklett,コアルヒー,水鳥寶可夢,0.5,5.5,61,5,190,4,False,False,False,True,False,,,水,飛行,62,44,50,44,50,55,305,0,銳利目光,Keen Eye,False,健壯胸肌,Big Pecks,False,濕潤之軀,Hydration
581,581,581,swanna,舞天鵝,Swanna,スワンナ,舞天鵝,Swanna,スワンナ,白鳥寶可夢,1.3,24.2,166,5,45,4,False,False,False,True,False,,,水,飛行,75,87,63,87,63,98,473,0,銳利目光,Keen Eye,False,健壯胸肌,Big Pecks,False,濕潤之軀,Hydration
582,582,582,vanillite,迷你冰,Vanillite,バニプッチ,迷你冰,Vanillite,バニプッチ,新雪寶可夢,0.4,5.7,61,5,255,4,False,False,False,True,False,,,冰,,36,50,50,65,60,44,305,0,冰凍之軀,Ice Body,False,雪隱,Snow Cloak,False,碎裂鎧甲,Weak Armor
